課文/單字	族語	中文	音檔路徑
單字	gaku	學校	https://web.klokah.tw/ninew/sound/11/08/08-C-4-7.mp3
單字	saka	又	https://web.klokah.tw/ninew/sound/11/08/08-C-4-8.mp3
單字	uri	將	https://web.klokah.tw/ninew/sound/11/08/08-C-4-9.mp3
單字	masan	做	https://web.klokah.tw/ninew/sound/11/08/08-C-4-10.mp3
單字	sinsianga	老師	https://web.klokah.tw/ninew/sound/11/08/08-C-4-11.mp3
單字	sun	你	https://web.klokah.tw/ninew/sound/11/08/08-C-4-12.mp3
單字	aya	說	https://web.klokah.tw/ninew/sound/11/08/08-C-4-13.mp3
課文	uri kisamulja ken a kitaqeci.	我要努力讀書。	https://web.klokah.tw/ninew/sound/11/08/08-B-5.mp3
單字	uri	將	https://web.klokah.tw/ninew/sound/11/08/08-C-5-1.mp3
單字	kisamulja	努力	https://web.klokah.tw/ninew/sound/11/08/08-C-5-2.mp3
單字	ken	我	https://web.klokah.tw/ninew/sound/11/08/08-C-5-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/08-C-5-4.mp3
單字	kitaqeci	讀書	https://web.klokah.tw/ninew/sound/11/08/08-C-5-5.mp3
課文	ulja namaya ken tjanusun, nungidangida saka masan tjalja paravacan a kina tjalja saigu an tua sinsi.	希望和你一樣，將來作個最優秀的老師。	https://web.klokah.tw/ninew/sound/11/08/08-B-6.mp3
單字	ulja	將	https://web.klokah.tw/ninew/sound/11/08/08-C-6-1.mp3
單字	namaya	一樣	https://web.klokah.tw/ninew/sound/11/08/08-C-6-2.mp3
單字	ken	我	https://web.klokah.tw/ninew/sound/11/08/08-C-6-3.mp3
單字	tjanusun	你	https://web.klokah.tw/ninew/sound/11/08/08-C-6-4.mp3
單字	nungidangida	將來	https://web.klokah.tw/ninew/sound/11/08/08-C-6-5.mp3
單字	saka	又	https://web.klokah.tw/ninew/sound/11/08/08-C-6-6.mp3
單字	masan	成為	https://web.klokah.tw/ninew/sound/11/08/08-C-6-7.mp3
單字	tjalja	[虛]	https://web.klokah.tw/ninew/sound/11/08/08-C-6-8.mp3
單字	paravacan	認真的	https://web.klokah.tw/ninew/sound/11/08/08-C-6-9.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/08-C-6-10.mp3
單字	kina	最	https://web.klokah.tw/ninew/sound/11/08/08-C-6-11.mp3
單字	tjalja	[虛]	https://web.klokah.tw/ninew/sound/11/08/08-C-6-12.mp3
單字	saiguan	優秀的	https://web.klokah.tw/ninew/sound/11/08/08-C-6-13.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/08/08-C-6-14.mp3
單字	sinsi	老師	https://web.klokah.tw/ninew/sound/11/08/08-C-6-15.mp3
課文	ljemita tua qadav aken a venecik tua ku niki.	我每天寫日記。	https://web.klokah.tw/ninew/sound/11/08/09-B-1.mp3
單字	ljemita tua qadav	每天	https://web.klokah.tw/ninew/sound/11/08/09-C-1-1.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/08/09-C-1-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-1-3.mp3
單字	venecik	寫	https://web.klokah.tw/ninew/sound/11/08/09-C-1-4.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-1-5.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-1-6.mp3
單字	niki	日記	https://web.klokah.tw/ninew/sound/11/08/09-C-1-7.mp3
課文	ljemita tua qadav ku sivecik a ku sineljavakan a pinakakudakuda a pacugan.	我每天把遭遇的各種事記下來。	https://web.klokah.tw/ninew/sound/11/08/09-B-2.mp3
單字	ljemita tua qadav	每天	https://web.klokah.tw/ninew/sound/11/08/09-C-2-1.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-2-2.mp3
單字	sivecik	記下	https://web.klokah.tw/ninew/sound/11/08/09-C-2-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-2-4.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-2-5.mp3
單字	sineljavakan	遭遇	https://web.klokah.tw/ninew/sound/11/08/09-C-2-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-2-7.mp3
單字	pinakakudakuda	瑣碎	https://web.klokah.tw/ninew/sound/11/08/09-C-2-8.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-2-9.mp3
單字	pacugan	事情	https://web.klokah.tw/ninew/sound/11/08/09-C-2-10.mp3
課文	nu mayatucu aken, maqati a ku sikicaquan a venecik.	這樣，我可以練習寫字。	https://web.klokah.tw/ninew/sound/11/08/09-B-3.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-3-1.mp3
單字	mayatucu	這樣	https://web.klokah.tw/ninew/sound/11/08/09-C-3-2.mp3
單字	aken	我	https://web.klokah.tw/ninew/sound/11/08/09-C-3-3.mp3
單字	maqati	可以	https://web.klokah.tw/ninew/sound/11/08/09-C-3-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-3-5.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-3-6.mp3
單字	sikicaquan	學習	https://web.klokah.tw/ninew/sound/11/08/09-C-3-7.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-3-8.mp3
單字	venecik	寫字	https://web.klokah.tw/ninew/sound/11/08/09-C-3-9.mp3
課文	sa namaqatianan uta, sikapatudur tua ku sikatemezengan.	也可以培養我的耐心。	https://web.klokah.tw/ninew/sound/11/08/09-B-4.mp3
單字	sa	又，也	https://web.klokah.tw/ninew/sound/11/08/09-C-4-1.mp3
單字	namaqatianan	可以，能夠	https://web.klokah.tw/ninew/sound/11/08/09-C-4-2.mp3
單字	uta	也	https://web.klokah.tw/ninew/sound/11/08/09-C-4-3.mp3
單字	sikapatudur	培養	https://web.klokah.tw/ninew/sound/11/08/09-C-4-4.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-4-5.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-4-6.mp3
單字	sikatemezengan	耐心	https://web.klokah.tw/ninew/sound/11/08/09-C-4-7.mp3
課文	a ku vinecik pitua niki, liyaw aravac, uri ku kakipaqenetjan nungidangida.	日記裡有許多我將來的回憶。	https://web.klokah.tw/ninew/sound/11/08/09-B-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-5-1.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-5-2.mp3
單字	vinecik	寫	https://web.klokah.tw/ninew/sound/11/08/09-C-5-3.mp3
單字	pitua	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-5-4.mp3
單字	niki	日記	https://web.klokah.tw/ninew/sound/11/08/09-C-5-5.mp3
單字	liyaw	多	https://web.klokah.tw/ninew/sound/11/08/09-C-5-6.mp3
單字	aravac	非常	https://web.klokah.tw/ninew/sound/11/08/09-C-5-7.mp3
單字	uri	[虛]	https://web.klokah.tw/ninew/sound/11/08/09-C-5-8.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-5-9.mp3
單字	kakipaqenetjan	回憶	https://web.klokah.tw/ninew/sound/11/08/09-C-5-10.mp3
單字	nungidangida	將來	https://web.klokah.tw/ninew/sound/11/08/09-C-5-11.mp3
課文	uri ku ljelain saka padjengi.	我要珍惜並保存下來。	https://web.klokah.tw/ninew/sound/11/08/09-B-6.mp3
單字	uri	將	https://web.klokah.tw/ninew/sound/11/08/09-C-6-1.mp3
單字	ku	我的	https://web.klokah.tw/ninew/sound/11/08/09-C-6-2.mp3
單字	ljelain	珍惜	https://web.klokah.tw/ninew/sound/11/08/09-C-6-3.mp3
單字	saka	又	https://web.klokah.tw/ninew/sound/11/08/09-C-6-4.mp3
單字	padjengi	保存	https://web.klokah.tw/ninew/sound/11/08/09-C-6-5.mp3
課文	azua yiubing namitung ta ljelualuas a kava.	郵差穿著綠色的衣服。	https://web.klokah.tw/ninew/sound/11/08/10-B-1.mp3
單字	azua	那	https://web.klokah.tw/ninew/sound/11/08/10-C-1-1.mp3
單字	yiubing	郵差	https://web.klokah.tw/ninew/sound/11/08/10-C-1-2.mp3
單字	namitung	穿著	https://web.klokah.tw/ninew/sound/11/08/10-C-1-3.mp3
單字	ta	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-1-4.mp3
單字	ljelualuas	綠色	https://web.klokah.tw/ninew/sound/11/08/10-C-1-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-1-6.mp3
單字	kava	衣服	https://web.klokah.tw/ninew/sound/11/08/10-C-1-7.mp3
課文	ljemita tu qadav a sematjez ta tigami nua caucau.	每天替人送信。	https://web.klokah.tw/ninew/sound/11/08/10-B-2.mp3
單字	ljemita tu qadav	每天	https://web.klokah.tw/ninew/sound/11/08/10-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-2-2.mp3
單字	sematjez	送	https://web.klokah.tw/ninew/sound/11/08/10-C-2-3.mp3
單字	ta	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-2-4.mp3
單字	tigami	信	https://web.klokah.tw/ninew/sound/11/08/10-C-2-5.mp3
單字	nua	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-2-6.mp3
單字	caucau	人	https://web.klokah.tw/ninew/sound/11/08/10-C-2-7.mp3
課文	ljaki qemudjaqudjalj, ljaki macenglanglaw a kadjunangan.	不論是雨天，還是晴天。	https://web.klokah.tw/ninew/sound/11/08/10-B-3.mp3
單字	ljaki	不論	https://web.klokah.tw/ninew/sound/11/08/10-C-3-1.mp3
單字	qemudjaqudjalj	下雨	https://web.klokah.tw/ninew/sound/11/08/10-C-3-2.mp3
單字	ljaki	不論	https://web.klokah.tw/ninew/sound/11/08/10-C-3-3.mp3
單字	macenglanglaw	天晴	https://web.klokah.tw/ninew/sound/11/08/10-C-3-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-3-5.mp3
單字	kadjunangan	天氣	https://web.klokah.tw/ninew/sound/11/08/10-C-3-6.mp3
課文	vaiken a sematjez a tigami nimadju a ljemita tua paljing.	他把每一封信送到各家戶去。	https://web.klokah.tw/ninew/sound/11/08/10-B-4.mp3
單字	vaiken	去	https://web.klokah.tw/ninew/sound/11/08/10-C-4-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-4-2.mp3
單字	sematjez	送	https://web.klokah.tw/ninew/sound/11/08/10-C-4-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-4-4.mp3
單字	tigami	信	https://web.klokah.tw/ninew/sound/11/08/10-C-4-5.mp3
單字	nimadju	他的	https://web.klokah.tw/ninew/sound/11/08/10-C-4-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-4-7.mp3
單字	ljemita	每	https://web.klokah.tw/ninew/sound/11/08/10-C-4-8.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-4-9.mp3
單字	paljing	家戶	https://web.klokah.tw/ninew/sound/11/08/10-C-4-10.mp3
課文	nu namalap tua tigami a caucau, namaleva aravac.	人們收到了信，都很高興。	https://web.klokah.tw/ninew/sound/11/08/10-B-5.mp3
單字	nu	拿	https://web.klokah.tw/ninew/sound/11/08/10-C-5-1.mp3
單字	namalap	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-5-2.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-5-3.mp3
單字	tigami	信	https://web.klokah.tw/ninew/sound/11/08/10-C-5-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-5-5.mp3
單字	caucau	人	https://web.klokah.tw/ninew/sound/11/08/10-C-5-6.mp3
單字	namaleva	高興	https://web.klokah.tw/ninew/sound/11/08/10-C-5-7.mp3
單字	aravac	非常	https://web.klokah.tw/ninew/sound/11/08/10-C-5-8.mp3
課文	saka azua yiubing namaleva aravac a pivarung uta.	那郵差也在心裡感到很滿足。	https://web.klokah.tw/ninew/sound/11/08/10-B-6.mp3
單字	saka	所以	https://web.klokah.tw/ninew/sound/11/08/10-C-6-1.mp3
單字	azua	那	https://web.klokah.tw/ninew/sound/11/08/10-C-6-2.mp3
單字	yiubing	郵差	https://web.klokah.tw/ninew/sound/11/08/10-C-6-3.mp3
單字	namaleva	滿足	https://web.klokah.tw/ninew/sound/11/08/10-C-6-4.mp3
單字	aravac	高興	https://web.klokah.tw/ninew/sound/11/08/10-C-6-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/08/10-C-6-6.mp3
單字	pivarung	在心裡	https://web.klokah.tw/ninew/sound/11/08/10-C-6-7.mp3
單字	uta	也	https://web.klokah.tw/ninew/sound/11/08/10-C-6-8.mp3
課文	vaik a qemaljup a tja vavulungan, qau sa sipaseljavak tua sikataqaljan katua qalialian a qinaljupan.	我們的長者去打獵，會把獵物分享給同部落族人和朋友們。	https://web.klokah.tw/ninew/sound/11/09/01-B-1.mp3
單字	vaik	去	https://web.klokah.tw/ninew/sound/11/09/01-C-1-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-1-2.mp3
單字	qemaljup	打獵	https://web.klokah.tw/ninew/sound/11/09/01-C-1-3.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-1-4.mp3
單字	tja	我們的	https://web.klokah.tw/ninew/sound/11/09/01-C-1-5.mp3
單字	vavulungan	長者	https://web.klokah.tw/ninew/sound/11/09/01-C-1-6.mp3
單字	qau	會把	https://web.klokah.tw/ninew/sound/11/09/01-C-1-7.mp3
單字	sa	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-1-8.mp3
單字	sipaseljavak	分享	https://web.klokah.tw/ninew/sound/11/09/01-C-1-9.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-1-10.mp3
單字	sikataqaljan	同部落族人	https://web.klokah.tw/ninew/sound/11/09/01-C-1-11.mp3
單字	katua	和	https://web.klokah.tw/ninew/sound/11/09/01-C-1-12.mp3
單字	qalialian	朋友們	https://web.klokah.tw/ninew/sound/11/09/01-C-1-13.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-1-14.mp3
單字	qinaljupan	獵獲物	https://web.klokah.tw/ninew/sound/11/09/01-C-1-15.mp3
課文	nu mangetjez a mara qali a kivala a kemasi cadja, sipatjekacauan tua tjaljasanguaqan a kakanen.	來自遠方來的朋友來拜訪，主家人會把最好吃的食物拿出來。	https://web.klokah.tw/ninew/sound/11/09/01-B-2.mp3
單字	nu	如果	https://web.klokah.tw/ninew/sound/11/09/01-C-2-1.mp3
單字	mangetjez	前來	https://web.klokah.tw/ninew/sound/11/09/01-C-2-2.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-2-3.mp3
單字	mara qali	朋友們	https://web.klokah.tw/ninew/sound/11/09/01-C-2-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-2-5.mp3
單字	kivala	遊訪	https://web.klokah.tw/ninew/sound/11/09/01-C-2-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-2-7.mp3
單字	kemasi	從	https://web.klokah.tw/ninew/sound/11/09/01-C-2-8.mp3
單字	cadja	遠方	https://web.klokah.tw/ninew/sound/11/09/01-C-2-9.mp3
單字	sipatjekacauan	拿出來	https://web.klokah.tw/ninew/sound/11/09/01-C-2-10.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-2-11.mp3
單字	tjaljasanguaqan	最好吃的	https://web.klokah.tw/ninew/sound/11/09/01-C-2-12.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-2-13.mp3
單字	kakanen	食物	https://web.klokah.tw/ninew/sound/11/09/01-C-2-14.mp3
課文	nu palisi tua qinaljan, izua maisuisu tua qavay, izua venauaua, izua cemuljuculju tua qacang.	部落舉行祭儀，有人舂打麻糬，有人釀酒，有人宰豬。	https://web.klokah.tw/ninew/sound/11/09/01-B-3.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-3-1.mp3
單字	palisi	祭儀	https://web.klokah.tw/ninew/sound/11/09/01-C-3-2.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-3-3.mp3
單字	qinaljan	部落	https://web.klokah.tw/ninew/sound/11/09/01-C-3-4.mp3
單字	izua	有人	https://web.klokah.tw/ninew/sound/11/09/01-C-3-5.mp3
單字	maisuisu	在舂打	https://web.klokah.tw/ninew/sound/11/09/01-C-3-6.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-3-7.mp3
單字	qavay	麻糬	https://web.klokah.tw/ninew/sound/11/09/01-C-3-8.mp3
單字	izua	有人	https://web.klokah.tw/ninew/sound/11/09/01-C-3-9.mp3
單字	venauaua	釀酒	https://web.klokah.tw/ninew/sound/11/09/01-C-3-10.mp3
單字	izua	有人	https://web.klokah.tw/ninew/sound/11/09/01-C-3-11.mp3
單字	cemuljuculju	在宰殺	https://web.klokah.tw/ninew/sound/11/09/01-C-3-12.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-3-13.mp3
單字	qacang	豬	https://web.klokah.tw/ninew/sound/11/09/01-C-3-14.mp3
課文	namayatucu a nia sikakudanan tinavak a kemasi vavulung.	這樣的生活是來自我們傳統的習慣。	https://web.klokah.tw/ninew/sound/11/09/01-B-4.mp3
單字	namayatucu	這樣	https://web.klokah.tw/ninew/sound/11/09/01-C-4-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-4-2.mp3
單字	nia sikakudanan	我們的生活	https://web.klokah.tw/ninew/sound/11/09/01-C-4-3.mp3
單字	tinavak	習慣的	https://web.klokah.tw/ninew/sound/11/09/01-C-4-4.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/01-C-4-5.mp3
單字	kemasi	來自	https://web.klokah.tw/ninew/sound/11/09/01-C-4-6.mp3
單字	vavulung	傳統	https://web.klokah.tw/ninew/sound/11/09/01-C-4-7.mp3
課文	rukiljavaran a vavulungan tu, “nu zemaing a ceqer, uri qemudjalj; nu zemaing a tjakanga uri qemadaw.” aya.	老人常說：「蛙鳴降雨，鷹啼天晴」的諺語。	https://web.klokah.tw/ninew/sound/11/09/02-B-1.mp3
單字	rukiljavaran	常說	https://web.klokah.tw/ninew/sound/11/09/02-C-1-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-1-2.mp3
單字	vavulungan	老人	https://web.klokah.tw/ninew/sound/11/09/02-C-1-3.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-1-4.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-1-5.mp3
單字	zemaing	鳴叫	https://web.klokah.tw/ninew/sound/11/09/02-C-1-6.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-1-7.mp3
單字	ceqer	蛙	https://web.klokah.tw/ninew/sound/11/09/02-C-1-8.mp3
單字	uri	會	https://web.klokah.tw/ninew/sound/11/09/02-C-1-9.mp3
單字	qemudjalj	降雨	https://web.klokah.tw/ninew/sound/11/09/02-C-1-10.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-1-11.mp3
單字	zemaing	啼叫	https://web.klokah.tw/ninew/sound/11/09/02-C-1-12.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-1-13.mp3
單字	tjakanga	老鷹	https://web.klokah.tw/ninew/sound/11/09/02-C-1-14.mp3
單字	uri	會	https://web.klokah.tw/ninew/sound/11/09/02-C-1-15.mp3
單字	qemadaw	天晴	https://web.klokah.tw/ninew/sound/11/09/02-C-1-16.mp3
單字	aya	說	https://web.klokah.tw/ninew/sound/11/09/02-C-1-17.mp3
課文	saka a padjaljian na aicu a kai,	那麼這句話的意思是，	https://web.klokah.tw/ninew/sound/11/09/02-B-2.mp3
單字	saka	那麼	https://web.klokah.tw/ninew/sound/11/09/02-C-2-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-2-2.mp3
單字	padjaljian	意思	https://web.klokah.tw/ninew/sound/11/09/02-C-2-3.mp3
單字	na	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-2-4.mp3
單字	aicu	這	https://web.klokah.tw/ninew/sound/11/09/02-C-2-5.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-2-6.mp3
單字	kai	話	https://web.klokah.tw/ninew/sound/11/09/02-C-2-7.mp3
課文	nu masulesulem sa tje langda tu zemaing a ceqer, tjara uri qemudjalj nu katiyatiyaw;	如果傍晚時聽見蛙鳴，那麼隔天應該會下雨；	https://web.klokah.tw/ninew/sound/11/09/02-B-3.mp3
單字	nu	如果	https://web.klokah.tw/ninew/sound/11/09/02-C-3-1.mp3
單字	masulesulem	傍晚時	https://web.klokah.tw/ninew/sound/11/09/02-C-3-2.mp3
單字	sa	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-3-3.mp3
單字	tje	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-3-4.mp3
單字	langda	聽見	https://web.klokah.tw/ninew/sound/11/09/02-C-3-5.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-3-6.mp3
單字	zemaing	鳴	https://web.klokah.tw/ninew/sound/11/09/02-C-3-7.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-3-8.mp3
單字	ceqer	蛙	https://web.klokah.tw/ninew/sound/11/09/02-C-3-9.mp3
單字	tjara	應該	https://web.klokah.tw/ninew/sound/11/09/02-C-3-10.mp3
單字	uri	將會	https://web.klokah.tw/ninew/sound/11/09/02-C-3-11.mp3
單字	qemudjalj	下雨	https://web.klokah.tw/ninew/sound/11/09/02-C-3-12.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-3-13.mp3
單字	katiyatiyaw	隔天	https://web.klokah.tw/ninew/sound/11/09/02-C-3-14.mp3
課文	nu kadjamadjaman sa tje langda tu zemaing a tjakanga, tjara uri macenglaw a qadav tucu.	如果早晨時聽見老鷹啼叫，那麼今天一定天晴。	https://web.klokah.tw/ninew/sound/11/09/02-B-4.mp3
單字	nu	如果	https://web.klokah.tw/ninew/sound/11/09/02-C-4-1.mp3
單字	kadjamadjaman	早晨時	https://web.klokah.tw/ninew/sound/11/09/02-C-4-2.mp3
單字	sa	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-4-3.mp3
單字	tje	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-4-4.mp3
單字	langda	聽見	https://web.klokah.tw/ninew/sound/11/09/02-C-4-5.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-4-6.mp3
單字	zemaing	啼叫	https://web.klokah.tw/ninew/sound/11/09/02-C-4-7.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-4-8.mp3
單字	tjakanga	老鷹	https://web.klokah.tw/ninew/sound/11/09/02-C-4-9.mp3
單字	tjara	應該	https://web.klokah.tw/ninew/sound/11/09/02-C-4-10.mp3
單字	uri	將會	https://web.klokah.tw/ninew/sound/11/09/02-C-4-11.mp3
單字	macenglaw	天晴	https://web.klokah.tw/ninew/sound/11/09/02-C-4-12.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-4-13.mp3
單字	qadav	日	https://web.klokah.tw/ninew/sound/11/09/02-C-4-14.mp3
單字	tucu	今	https://web.klokah.tw/ninew/sound/11/09/02-C-4-15.mp3
課文	aicu a kineljangan nakemasi mamiling nua tja vuvu a tineveteveljan tua sineljavakan.	這種知識是祖先從古代累積的經驗。	https://web.klokah.tw/ninew/sound/11/09/02-B-5.mp3
單字	aicu	這	https://web.klokah.tw/ninew/sound/11/09/02-C-5-1.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-5-2.mp3
單字	kineljangan	知識	https://web.klokah.tw/ninew/sound/11/09/02-C-5-3.mp3
單字	nakemasi	從	https://web.klokah.tw/ninew/sound/11/09/02-C-5-4.mp3
單字	mamiling	古老	https://web.klokah.tw/ninew/sound/11/09/02-C-5-5.mp3
單字	nua	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-5-6.mp3
單字	tja	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-5-7.mp3
單字	vuvu	我們的	https://web.klokah.tw/ninew/sound/11/09/02-C-5-8.mp3
單字	a	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-5-9.mp3
單字	tineveteveljan	累積的	https://web.klokah.tw/ninew/sound/11/09/02-C-5-10.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-5-11.mp3
單字	sineljavakan	經驗	https://web.klokah.tw/ninew/sound/11/09/02-C-5-12.mp3
課文	palemek tu inika ma paqulid, ljakua nu remaketj mapasusuangata.	偶爾難免會有失真，但是通常是準確的。	https://web.klokah.tw/ninew/sound/11/09/02-B-6.mp3
單字	palemek	或許	https://web.klokah.tw/ninew/sound/11/09/02-C-6-1.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-6-2.mp3
單字	inika	不是	https://web.klokah.tw/ninew/sound/11/09/02-C-6-3.mp3
單字	ma paqulid	成事實的	https://web.klokah.tw/ninew/sound/11/09/02-C-6-4.mp3
單字	ljakua	但是	https://web.klokah.tw/ninew/sound/11/09/02-C-6-5.mp3
單字	nu	[虛]	https://web.klokah.tw/ninew/sound/11/09/02-C-6-6.mp3
單字	remaketj	通常	https://web.klokah.tw/ninew/sound/11/09/02-C-6-7.mp3
單字	mapasusuangata	準確的	https://web.klokah.tw/ninew/sound/11/09/02-C-6-8.mp3
課文	tucu, natemulu ti sinsi tjanuamen tu malang tua kulalu.	今天，老師教我們製作笛子。	https://web.klokah.tw/ninew/sound/11/09/03-B-1.mp3
單字	tucu	今天	https://web.klokah.tw/ninew/sound/11/09/03-C-1-1.mp3
單字	natemulu	有教	https://web.klokah.tw/ninew/sound/11/09/03-C-1-2.mp3
單字	ti	[虛]	https://web.klokah.tw/ninew/sound/11/09/03-C-1-3.mp3
單字	sinsi	老師	https://web.klokah.tw/ninew/sound/11/09/03-C-1-4.mp3
單字	tjanuamen	我們	https://web.klokah.tw/ninew/sound/11/09/03-C-1-5.mp3
單字	tu	[虛]	https://web.klokah.tw/ninew/sound/11/09/03-C-1-6.mp3
單字	malang	製作	https://web.klokah.tw/ninew/sound/11/09/03-C-1-7.mp3
單字	tua	[虛]	https://web.klokah.tw/ninew/sound/11/09/03-C-1-8.mp3
單字	kulalu	笛子	https://web.klokah.tw/ninew/sound/11/09/03-C-1-9.mp3
課文	anema “kulalu” nu ayatjen?	什麼是「笛子」呢？	https://web.klokah.tw/ninew/sound/11/09/03-B-2.mp3
單字	anema	什麼	https://web.klokah.tw/ninew/sound/11/09/03-C-2-1.mp3
單字	kulalu	笛子	https://web.klokah.tw/ninew/sound/11/09/03-C-2-2.mp3
單字	nu ayatjen	我們要怎麼說呢	https://web.klokah.tw/ninew/sound/11/09/03-C-2-3.mp3
